,PARTICIPANT_ID,DEVICE,SCREEN_W,SCREEN_H,AGE,GENDER,HAS_TAKEN_TYPING_COURSE,LAYOUT,WPM,ERROR_RATE,NATIVE_LANGUAGE,KEYBOARD_TYPE,USING_APP,USING_FEATURES,FINGERS,TIME_SPENT_TYPING,TYPE_ENGLISH,P_KPD,P_IKI,P_BSP,P_ECPC,P_UILEN,P_KSPC,ITE_SWYPE,ITE_PREDICT,ITE_AUTOCORR
660,10924,mobile,414,736,21,male,0,qwerty,33.3842861510242,3.46385542168675,hi,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,11,usually,18.458573847866700,102.42580885964400,5.666666666666670,0.130456385913565,43.466666666,1.07040608566667,0.04272727272727270,0.20757575757575800,0.07161616161616160
671,11029,mobile,320,534,46,male,1,qwerty,16.220891123995,0.0,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,3,,32.18633315453330,222.91014708592300,0.3333333333333330,0.0121417485223455,43.2,1.2754730586,0.09334295334295330,0.3450793650793650,0.05346801346801350
689,11278,mobile,360,640,24,male,0,qwerty,27.2008387663637,0.949367088607595,ig,mobile,SwiftKey,"""[\prediction\""""]""""""",right_hand;thumbs,15,always,16.3119093246,111.56939483837900,0,0.0,41.933333333,1.2872909648,0.11960557960558000,0.07534391534391530,0.0266955266955267
699,11396,mobile,360,640,45,female,1,qwerty,15.7996032815186,0.974512743628186,en,mobile,Phraseboard,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,24,always,17.7454065462,395.641784375256,1.2666666666666700,0.0250873446501043,45.8,1.2425670122,0.010683760683760700,0.0693023643023643,0.09993561993561990
703,11437,mobile,640,360,19,male,0,qwerty,44.4148605452378,2.86806883365201,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,7,,9.605325259133330,51.058017645122900,0,0.0,34.733333333,0.692718850333333,0.7455555555555550,0.05309523809523810,0
709,11510,mobile,320,570,20,female,0,qwerty,34.6996838286994,0.934579439252336,xh,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,17,usually,30.652322442133300,88.70920151825770,0,0.0,42.4,1.45587747913333,0,0.03624338624338620,0.10298941798941800
719,11731,mobile,412,823,21,male,0,qwerty,39.8574254284425,3.8516405135520704,hi,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,10,always,14.017098736533300,92.42647779544430,0,0.0,45.666666666,1.0524183356,0.026406926406926400,0.10135716135716100,0.07669386169386170
722,11760,mobile,414,736,29,female,1,qwerty,36.3961088712873,0.67911714770798,en,mobile,FALSE,"""[\notsure\""""]""""""",left_hand;thumbs,5,,22.060483185400000,145.3331436012180,3.7333333333333300,0.0773061148957849,39.266666666,1.15160801213333,0,0,0.0734920634920635
727,11793,mobile,414,736,53,female,0,qwerty,14.1302415146045,1.85263157894737,fr,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,3,always,30.55691493506670,167.21181783898000,3.533333333333330,0.0909372802265553,38.666666666,0.862250265066667,0.08785714285714290,0.3211904761904760,0
740,11938,mobile,412,846,38,female,0,qwerty,30.7530844611498,0.464396284829721,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,3,always,11.085518860533300,59.52373377688250,0,0.0,43.0,0.911135956133333,0.03058441558441560,0.29448921448921400,0.020712620712620700
749,12037,mobile,360,640,13,male,0,qwerty,18.7498848852844,0.759013282732448,hi,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,12,sometimes,14.587452630533300,135.80930817890700,0.6666666666666670,0.0173657891340818,34.933333333,1.03366698106667,0.008333333333333330,0.0725091575091575,0
791,12653,mobile,360,640,36,female,1,qwerty,30.694204123538,3.48837209302326,en,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,24,,21.100927856733300,198.45270132963100,0,0.0,39.533333333,0.947299127733334,0.029393939393939400,0.11411014911014900,0
792,12665,mobile,360,640,36,female,1,qwerty,29.5515513270596,2.02020202020202,en,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,24,,21.360882444533300,176.298846978448,0,0.0,39.066666666,0.938252584266667,0.013095238095238100,0.21707070707070700,0
796,12680,mobile,375,667,26,male,0,qwerty,26.6207391691909,0.884955752212389,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;index_fingers,2,,18.88441538206670,176.8767504191190,3.8,0.0969320082091821,37.666666666,1.18816053626667,0,0.05854090354090350,0.26342768342768300
810,13050,mobile,412,846,12,male,0,qwerty,18.3783322516825,3.28102710413695,pa,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,0,usually,10.883946271733300,187.73930673780400,2.066666666666670,0.0443756974145792,46.466666666,1.35128461613333,0.005555555555555560,0,0
816,13189,mobile,360,640,29,male,1,qwerty,39.1313865490891,2.30172629472104,en,tablet,Gboard,"""[\prediction\""""]""""""",right_hand;thumbs,20,,9.465415646933330,189.87494828711400,2.066666666666670,0.0580116120743833,52.933333333,1.20932262286667,0,0,0.11961741961742000
819,13215,mobile,375,667,42,female,0,qwerty,17.5404374976251,2.7027027027027,en,mobile,notsure,"""[\notsure\""""]""""""",right_hand;other-nfingers;Index & middle ,1,always,21.3139192124,283.00477328445600,2.066666666666670,0.0623219596756906,39.466666666,1.11434739433333,0,0.0773088023088023,0.08896825396825400
825,13320,mobile,320,570,25,male,0,qwerty,24.3578792759457,0.453172205438066,en,laptop,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,3,always,20.879878655200000,115.8832028849820,0,0.0,43.933333333,0.856852917533333,0.07925925925925920,0.2869480519480520,0
826,13334,mobile,360,640,28,male,0,qwerty,16.7621670806384,2.55102040816327,te,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,1,never,8.660097293933340,96.94963796580200,2.1333333333333300,0.0450305633064254,38.866666666,1.6833594742,0,0,0.03333333333333330
828,13370,mobile,360,640,20,female,0,qwerty,23.7194679564692,1.10935023771791,kn,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,sometimes,14.0488677024,111.85604283458000,0,0.0,41.866666666,1.22720373986667,0,0.018560606060606100,0
831,13394,mobile,360,640,23,female,0,qwerty,21.6054901622262,2.65339966832504,en,mobile,FALSE,"""[\swipe\"""""",""\""""no\""""]""""""",right_hand;thumbs,16,,10.178434367933300,82.41788194963770,1.9333333333333300,0.0707289464178563,39.866666666,1.63626202213333,0.05185185185185180,0.08978835978835980,0.15603174603174600
835,13421,mobile,360,640,16,male,0,qwerty,27.7723531293758,4.77815699658703,hi,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,usually,14.4014446036,78.61963031644620,0.2,0.0037735849056603,38.133333333,1.16648754646667,0,0.006060606060606060,0.08756613756613760
859,13588,mobile,320,534,46,male,1,qwerty,24.0274216298899,0.180505415162455,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,3,,29.926938121466700,89.35248507829230,0,0.0,36.866666666,0.794217955733333,0.06296296296296300,0.4284704184704180,0.006666666666666670
862,13626,mobile,360,720,37,female,1,qwerty,25.7652857758139,0.579710144927536,tl,mobile,SwiftKey,"""[\no\""""]""""""",right_hand;index_fingers,1,sometimes,11.806944949,32.20909593678610,0,0.0,45.866666666,1.28887037406667,0.0626910126910127,0.05203611203611200,0.007407407407407410
863,13627,mobile,360,640,30,female,0,qwerty,36.9037641083166,3.86178861788618,en,mobile,FALSE,"""[\no\""""]""""""",left_hand;thumbs,5,,25.928259049133300,35.098532956377800,0.06666666666666670,0.0013071895424836,32.533333333,1.46512322166667,0.016666666666666700,0.008333333333333330,0.0635978835978836
864,13628,mobile,360,640,34,female,0,qwerty,28.7622657085499,0.0,es,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,always,15.041203601333300,32.77591913035980,0.7333333333333330,0.0299924280109561,35.066666666,1.35070143866667,0,0.05574074074074070,0.43202741702741700
873,13674,mobile,360,720,37,female,1,qwerty,28.9567068843151,0.607287449392713,tl,mobile,SwiftKey,"""[\no\""""]""""""",right_hand;index_fingers,1,sometimes,11.609480921933300,54.93832813734090,0,0.0,32.733333333,1.2841476778,0.009523809523809520,0.02738095238095240,0
875,13679,mobile,393,786,17,female,0,qwerty,23.7645193171271,3.76344086021505,en,mobile,FALSE,"""[\prediction\"""""",""\""""notsure\""""]""""""",right_hand;index_fingers,1,,12.59070575466670,72.81411202324240,0.06666666666666670,0.0020833333333333,36.133333333,0.946960493733334,0.09161209161209160,0.33385503385503400,0.03333333333333330
876,13680,mobile,375,667,21,female,0,qwerty,38.54432265969071,3.33333333333333,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,24,,15.489814785533300,69.6178532432626,2.2,0.0608324671102192,39.8,1.10722012566667,0,0.022727272727272700,0.13739057239057200
877,13705,mobile,360,640,41,female,0,qwerty,29.8346062121636,2.06378986866792,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,5,always,15.28420001106670,80.45568737249340,0.06666666666666670,0.0016666666666666,35.333333333,1.46654849106667,0.11251563251563300,0.009523809523809520,0.09802068302068300
882,13745,mobile,360,640,20,female,0,qwerty,27.3886531641162,0.646203554119548,kn,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,3,usually,13.678237774800000,128.86542032905400,0,0.0,41.2,1.10934551613333,0.017857142857142900,0.028113553113553100,0
884,13752,mobile,360,640,25,female,0,qwerty,23.8832462934937,3.85232744783307,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,3,always,18.714983612466700,72.53363029174870,1,0.0187332259796028,41.066666666,1.0863504398,0,0.007407407407407410,0.03867724867724870
893,13847,mobile,360,640,52,female,1,qwerty,19.6499577319265,0.556586270871985,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,2,,18.903256422133300,162.50718339775700,0.26666666666666700,0.0079847800778033,35.866666666,1.06452139566667,0,0,0.04740740740740740
896,13896,mobile,320,568,26,female,0,qwerty,19.1475165639983,0.315457413249211,en,tablet,notsure,"""[\no\""""]""""""",right_hand;thumbs,7,always,26.857100733600000,117.98914155842000,1.7333333333333300,0.0453103292599091,42.133333333,0.805526579066667,0.021296296296296300,0.2828593628593630,0
907,13974,mobile,360,640,23,none,0,qwerty,25.8763970766306,1.64670658682635,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,7,,7.083049139,58.34511504365620,0.13333333333333300,0.0042590949423247,44.333333333,1.350721194,0.16271265771265800,0.15776963776963800,0.03841269841269840
915,14095,mobile,360,640,27,female,0,qwerty,10.8235541927095,0.87719298245614,hi,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,20,sometimes,13.346758663733300,249.29187141882800,0,0.0,45.533333333,1.0006868626,0.04662393162393160,0.16167055167055200,0.012222222222222200
925,14266,mobile,320,534,40,female,0,qwerty,24.6508541304721,0.17636684303351,fr,mobile,FALSE,"""[\no\""""]""""""",left_hand;index_fingers,1,usually,28.38456174633330,183.99453104321500,1,0.019336854634727,37.733333333,1.0378979206,0,0,0
933,14395,mobile,360,640,27,female,0,qwerty,26.0707927120997,1.23022847100176,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,,15.767646905466700,57.47455281113170,0.06666666666666670,0.0012121212121212,37.933333333,1.04908523973333,0,0.021666666666666700,0.06174603174603180
935,14404,mobile,414,736,19,male,1,qwerty,33.3208769307424,4.15913200723327,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,24,,17.617238253000000,53.67931679750650,3.066666666666670,0.102014263139452,36.666666666,1.14449892226667,0.030264550264550300,0.11304232804232800,0.16330687830687800
938,14428,mobile,320,534,31,female,0,qwerty,21.3382641234407,2.00729927007299,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;other,6,,20.5673008564,84.07342745124950,0,0.0,36.133333333,1.44812699066667,0.01111111111111110,0.13654160654160700,0.09369963369963370
945,14526,mobile,1024,768,21,female,0,qwerty,28.3715007445445,3.16666666666667,rw,tablet,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,2,usually,18.28050785213330,153.8219123360970,0.8666666666666670,0.0230078314755734,39.0,0.987287070133333,0.013333333333333300,0.07497835497835500,0
951,14606,mobile,320,568,25,male,0,qwerty,29.2789453109203,3.06666666666667,te,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,8,always,43.89194212933330,82.49245831996480,8.4,0.195025923120493,49.266666666,1.37840745826667,0.01369047619047620,0.1356960631960630,0.2655662855662860
961,14665,mobile,320,568,29,female,1,qwerty,22.6477212087226,1.39318885448916,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,24,,41.265507314333300,196.0441609092870,2.4,0.0554502422817215,42.733333333,1.0555278724,0.024523809523809500,0.1253083953083950,0.009523809523809520
962,14713,mobile,320,568,29,female,1,qwerty,24.1230317774553,0.174064403829417,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,24,,41.08482864126670,145.03848658000600,3.466666666666670,0.0894097889806584,42.0,1.12756102646667,0.0218013468013468,0.10381673881673900,0
965,14736,mobile,412,732,26,female,1,qwerty,31.3243477948091,1.33079847908745,tl,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,5,usually,7.601808930400000,206.06139784954300,0,0.0,34.866666666,1.07677646,0,0,0
988,14937,mobile,320,568,19,male,0,qwerty,27.9984629923877,1.43884892086331,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,2,,23.986516768466700,114.06288673211200,1.9333333333333300,0.0440267706136739,45.933333333,1.08594840833333,0,0,0.03725108225108230
991,14948,mobile,360,640,34,female,0,qwerty,27.4614721294802,2.62751159196291,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,1,,14.917273570600000,100.2016968382560,0.13333333333333300,0.0022988505747126,42.4,1.0263445804,0.008333333333333330,0.008333333333333330,0.010256410256410300
1016,15102,mobile,414,736,34,female,0,qwerty,33.7700385813613,2.86944045911047,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,3,,22.929047347333300,82.73661745142100,4.6,0.118534987771074,46.466666666,1.19991440246667,0,0.024949494949494900,0.11817785700138600
1021,15127,mobile,414,736,29,male,0,qwerty,36.5743321665859,1.16959064327485,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,6,,22.210759371600000,105.60777859635500,1.6,0.0372361178277652,45.466666666,0.9779568542,0,0.10331649831649800,0.0362962962962963
1029,15207,mobile,375,667,20,female,0,qwerty,35.0498573486625,2.05607476635514,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,6,,18.493923425400000,164.65528940668900,3.2,0.102133380226865,35.466666666,1.1886707838,0,0.033113553113553100,0.062244607244607200
1031,15242,mobile,360,640,29,female,0,qwerty,26.2488743828513,0.461538461538462,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,12,,18.07347109086670,85.36410430619960,0.4,0.0118861433462274,43.266666666,1.008142599,0,0.17904151404151400,0.10871387871387900
1033,15250,mobile,320,568,27,female,1,qwerty,23.8564569118019,1.9672131147541,en,mobile,FALSE,"""[\autocorrection\""""]""""""",left_hand;thumbs,16,,23.347338598933300,180.30375467032900,2,0.0495187381019271,40.333333333,1.0602435582,0,0.04177489177489180,0.11137566137566100
1034,15263,mobile,320,568,20,female,0,qwerty,43.6010391957529,3.00500834724541,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,10,,32.912934969000000,72.5113054453797,2.533333333333330,0.0645687033493815,39.6,1.12088348246667,0.01111111111111110,0.06481481481481480,0.18343508343508300
1042,15392,mobile,414,736,24,male,0,qwerty,37.6918964332086,1.77777777777778,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,4,,19.1999760044,111.05517328292800,3.7333333333333300,0.0870705565248725,44.866666666,1.175584588,0,0.006666666666666670,0.11134920634920600
1051,15479,mobile,412,732,35,male,0,qwerty,38.5865479151003,1.0507880910683,gu,mobile,Swype + Dragon. ,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;other,0.25,always,11.8793863526,253.43305782500200,0,0.0,38.066666666,0.4789430912,0.8623761423761430,0.022991822991823000,0.026455026455026500
1062,15640,mobile,375,667,13,female,0,qwerty,24.8465896452917,4.10334346504559,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,4,,19.14924679146670,71.31074351088510,3.8666666666666700,0.0885258667479189,43.2,1.13109525726667,0,0.03965201465201470,0.04592185592185590
1064,15683,mobile,768,1024,25,female,0,qwerty,39.7910162884363,1.58478605388273,en,tablet,FALSE,"""[\autocorrection\""""]""""""",left_hand;index_fingers,0.5,,38.805250002,106.31383667022100,0.8,0.0202492096026579,42.0,1.03092352053333,0,0.011188811188811200,0.06598438598438600
1071,15711,mobile,320,568,39,female,0,qwerty,25.3297948338338,4.860088365243,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,2,always,23.84162353493330,82.25533166499790,1.6,0.0301914151609892,44.533333333,0.983827786,0,0.07718253968253970,0.04416666666666670
1073,15727,mobile,414,736,41,female,0,qwerty,25.4290541955845,9.17573872472784,es,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,4,always,18.99492227946670,125.32959570435000,3.2666666666666700,0.077053355240639,41.466666666,1.0156260024,0.013461538461538500,0.12928848928848900,0.011794871794871800
1080,15796,mobile,360,640,33,female,0,qwerty,35.099634605197,0.604229607250755,en,mobile,notsure,"""[\notsure\""""]""""""",right_hand;thumbs,2,,20.430065744000000,127.5882458031400,2.066666666666670,0.0489835177813882,44.066666666,1.09525936406667,0,0,0
1082,15820,mobile,546,873,35,female,0,qwerty,24.2455583053227,3.6713286713286704,ht,desktop,FALSE,"""[\swipe\"""""",""\""""no\""""]""""""",right_hand;thumbs,1,usually,18.2462669112,111.4039540620620,0,0.0,37.466666666,1.04280221966667,0.05,0.06991656491656490,0.036190476190476200
1085,15850,mobile,414,736,41,female,0,qwerty,29.2213862796599,5.08771929824561,es,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,4,always,17.41021758506670,105.31831028630100,5.2,0.14238898260629,37.466666666,1.27955633173333,0,0,0
1092,15884,mobile,414,736,41,female,0,qwerty,31.7904876469805,1.85497470489039,es,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,3,always,17.744345576,68.90691812336840,4.733333333333330,0.132989227948603,39.466666666,1.2553114094,0,0,0.1157142857142860
1097,15927,mobile,360,640,21,female,1,qwerty,24.1872688339498,2.92397660818713,en,mobile,FALSE,"""[\autocorrection\""""]""""""",left_hand;thumbs,5,,13.308089299400000,149.96338289687700,1.4666666666666700,0.0531944083758966,34.133333333,1.3798053004,0.021666666666666700,0.05478835978835980,0.06838624338624340
1099,15975,mobile,360,640,32,female,0,qwerty,21.2821335399403,1.81518151815182,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,1,,19.750732724333300,109.27486189612800,0.06666666666666670,0.0018018018018018,40.066666666,1.02344330513333,0.026455026455026500,0.18304473304473300,0.005555555555555560
1105,16064,mobile,412,846,23,female,1,qwerty,36.0112788134486,2.87277701778386,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,4,,10.720738895133300,67.850189466292,1.2666666666666700,0.0255003021669688,48.466666666,1.2751051304,0.013468013468013500,0.07690476190476190,0.012222222222222200
